txn_id,error_code,recovery_class,amount,attempt,action,delay_h,reason,succeeded,_true_cause
2598,payment_collect_request_expired,ABANDONED,647.53,1,RETRY,1.0,fixed schedule attempt 1 at +1h,False,CUSTOMER_ABANDON
2598,payment_collect_request_expired,ABANDONED,647.53,2,RETRY,24.0,fixed schedule attempt 2 at +24h,True,CUSTOMER_ABANDON
2645,card_not_enrolled,METHOD_BROKEN,1698.35,1,RETRY,1.0,fixed schedule attempt 1 at +1h,False,INSTRUMENT_STATE
2645,card_not_enrolled,METHOD_BROKEN,1698.35,2,RETRY,24.0,fixed schedule attempt 2 at +24h,False,INSTRUMENT_STATE
2645,card_not_enrolled,METHOD_BROKEN,1698.35,3,RETRY,72.0,fixed schedule attempt 3 at +72h,False,INSTRUMENT_STATE
2660,payment_cancelled,ABANDONED,1127.95,1,RETRY,1.0,fixed schedule attempt 1 at +1h,True,CUSTOMER_ABANDON
2670,bank_technical_error,SOFT_TRANSIENT,2104.34,1,RETRY,1.0,fixed schedule attempt 1 at +1h,True,ISSUER_DOWN
2673,payment_cancelled,ABANDONED,671.04,1,RETRY,1.0,fixed schedule attempt 1 at +1h,False,CUSTOMER_ABANDON
2673,payment_cancelled,ABANDONED,671.04,2,RETRY,24.0,fixed schedule attempt 2 at +24h,False,CUSTOMER_ABANDON
2673,payment_cancelled,ABANDONED,671.04,3,RETRY,72.0,fixed schedule attempt 3 at +72h,False,CUSTOMER_ABANDON
2710,bank_technical_error,SOFT_TRANSIENT,1676.13,1,RETRY,1.0,fixed schedule attempt 1 at +1h,False,ISSUER_DOWN
2710,bank_technical_error,SOFT_TRANSIENT,1676.13,2,RETRY,24.0,fixed schedule attempt 2 at +24h,True,ISSUER_DOWN
2741,payment_cancelled,ABANDONED,4067.36,1,RETRY,1.0,fixed schedule attempt 1 at +1h,False,CUSTOMER_ABANDON
2741,payment_cancelled,ABANDONED,4067.36,2,RETRY,24.0,fixed schedule attempt 2 at +24h,False,CUSTOMER_ABANDON
2741,payment_cancelled,ABANDONED,4067.36,3,RETRY,72.0,fixed schedule attempt 3 at +72h,False,CUSTOMER_ABANDON
2743,card_declined,HARD_DECLINE,627.31,1,RETRY,1.0,fixed schedule attempt 1 at +1h,False,LIMIT_EXCEEDED
2743,card_declined,HARD_DECLINE,627.31,2,RETRY,24.0,fixed schedule attempt 2 at +24h,True,LIMIT_EXCEEDED
2782,payment_declined,HARD_DECLINE,5814.02,1,RETRY,1.0,fixed schedule attempt 1 at +1h,False,AUTH_FAIL
2782,payment_declined,HARD_DECLINE,5814.02,2,RETRY,24.0,fixed schedule attempt 2 at +24h,False,AUTH_FAIL
2782,payment_declined,HARD_DECLINE,5814.02,3,RETRY,72.0,fixed schedule attempt 3 at +72h,False,AUTH_FAIL
2792,transaction_limit_exceeded,METHOD_BROKEN,2367.74,1,RETRY,1.0,fixed schedule attempt 1 at +1h,False,LIMIT_EXCEEDED
2792,transaction_limit_exceeded,METHOD_BROKEN,2367.74,2,RETRY,24.0,fixed schedule attempt 2 at +24h,True,LIMIT_EXCEEDED
2810,gateway_technical_error,SOFT_TRANSIENT,2563.05,1,RETRY,1.0,fixed schedule attempt 1 at +1h,True,GATEWAY_ISSUE
2827,card_declined,HARD_DECLINE,1940.67,1,RETRY,1.0,fixed schedule attempt 1 at +1h,False,LIMIT_EXCEEDED
2827,card_declined,HARD_DECLINE,1940.67,2,RETRY,24.0,fixed schedule attempt 2 at +24h,True,LIMIT_EXCEEDED
2855,payment_failed,HARD_DECLINE,521.88,1,RETRY,1.0,fixed schedule attempt 1 at +1h,True,NO_FUNDS
2918,credit_failed,HARD_DECLINE,3449.21,1,RETRY,1.0,fixed schedule attempt 1 at +1h,True,AUTH_FAIL
2927,credit_failed,HARD_DECLINE,1497.07,1,RETRY,1.0,fixed schedule attempt 1 at +1h,False,AUTH_FAIL
2927,credit_failed,HARD_DECLINE,1497.07,2,RETRY,24.0,fixed schedule attempt 2 at +24h,False,AUTH_FAIL
2927,credit_failed,HARD_DECLINE,1497.07,3,RETRY,72.0,fixed schedule attempt 3 at +72h,False,AUTH_FAIL
2952,payment_timed_out,SOFT_TRANSIENT,2674.02,1,RETRY,1.0,fixed schedule attempt 1 at +1h,False,CUSTOMER_ABANDON
2952,payment_timed_out,SOFT_TRANSIENT,2674.02,2,RETRY,24.0,fixed schedule attempt 2 at +24h,False,CUSTOMER_ABANDON
2952,payment_timed_out,SOFT_TRANSIENT,2674.02,3,RETRY,72.0,fixed schedule attempt 3 at +72h,False,CUSTOMER_ABANDON
2965,card_declined,HARD_DECLINE,145.08,1,RETRY,1.0,fixed schedule attempt 1 at +1h,False,LIMIT_EXCEEDED
2965,card_declined,HARD_DECLINE,145.08,2,RETRY,24.0,fixed schedule attempt 2 at +24h,True,LIMIT_EXCEEDED
2985,authentication_failed,AUTH_FAILED,335.37,1,RETRY,1.0,fixed schedule attempt 1 at +1h,False,AUTH_FAIL
2985,authentication_failed,AUTH_FAILED,335.37,2,RETRY,24.0,fixed schedule attempt 2 at +24h,False,AUTH_FAIL
2985,authentication_failed,AUTH_FAILED,335.37,3,RETRY,72.0,fixed schedule attempt 3 at +72h,False,AUTH_FAIL
2997,credit_failed,HARD_DECLINE,11980.04,1,RETRY,1.0,fixed schedule attempt 1 at +1h,True,LIMIT_EXCEEDED
3001,payment_cancelled,ABANDONED,2000.09,1,RETRY,1.0,fixed schedule attempt 1 at +1h,False,CUSTOMER_ABANDON
3001,payment_cancelled,ABANDONED,2000.09,2,RETRY,24.0,fixed schedule attempt 2 at +24h,False,CUSTOMER_ABANDON
3001,payment_cancelled,ABANDONED,2000.09,3,RETRY,72.0,fixed schedule attempt 3 at +72h,False,CUSTOMER_ABANDON
3019,credit_failed,HARD_DECLINE,446.67,1,RETRY,1.0,fixed schedule attempt 1 at +1h,True,AUTH_FAIL
3078,authentication_failed,AUTH_FAILED,2539.87,1,RETRY,1.0,fixed schedule attempt 1 at +1h,False,AUTH_FAIL
3078,authentication_failed,AUTH_FAILED,2539.87,2,RETRY,24.0,fixed schedule attempt 2 at +24h,False,AUTH_FAIL
3078,authentication_failed,AUTH_FAILED,2539.87,3,RETRY,72.0,fixed schedule attempt 3 at +72h,False,AUTH_FAIL
3127,gateway_technical_error,SOFT_TRANSIENT,483.65,1,RETRY,1.0,fixed schedule attempt 1 at +1h,True,GATEWAY_ISSUE
3169,payment_collect_request_expired,ABANDONED,122.24,1,RETRY,1.0,fixed schedule attempt 1 at +1h,False,CUSTOMER_ABANDON
3169,payment_collect_request_expired,ABANDONED,122.24,2,RETRY,24.0,fixed schedule attempt 2 at +24h,False,CUSTOMER_ABANDON
3169,payment_collect_request_expired,ABANDONED,122.24,3,RETRY,72.0,fixed schedule attempt 3 at +72h,False,CUSTOMER_ABANDON
3174,bank_technical_error,SOFT_TRANSIENT,285.19,1,RETRY,1.0,fixed schedule attempt 1 at +1h,True,ISSUER_DOWN
3182,credit_failed,HARD_DECLINE,1818.11,1,RETRY,1.0,fixed schedule attempt 1 at +1h,False,AUTH_FAIL
3182,credit_failed,HARD_DECLINE,1818.11,2,RETRY,24.0,fixed schedule attempt 2 at +24h,False,AUTH_FAIL
3182,credit_failed,HARD_DECLINE,1818.11,3,RETRY,72.0,fixed schedule attempt 3 at +72h,False,AUTH_FAIL
3192,payment_failed,HARD_DECLINE,687.7,1,RETRY,1.0,fixed schedule attempt 1 at +1h,False,AUTH_FAIL
3192,payment_failed,HARD_DECLINE,687.7,2,RETRY,24.0,fixed schedule attempt 2 at +24h,True,AUTH_FAIL
3218,bank_technical_error,SOFT_TRANSIENT,1158.67,1,RETRY,1.0,fixed schedule attempt 1 at +1h,True,ISSUER_DOWN
3240,gateway_technical_error,SOFT_TRANSIENT,3194.48,1,RETRY,1.0,fixed schedule attempt 1 at +1h,True,GATEWAY_ISSUE
3241,credit_failed,HARD_DECLINE,5961.66,1,RETRY,1.0,fixed schedule attempt 1 at +1h,False,RISK_BLOCK
3241,credit_failed,HARD_DECLINE,5961.66,2,RETRY,24.0,fixed schedule attempt 2 at +24h,False,RISK_BLOCK
3241,credit_failed,HARD_DECLINE,5961.66,3,RETRY,72.0,fixed schedule attempt 3 at +72h,False,RISK_BLOCK
3249,invalid_vpa,METHOD_BROKEN,5994.58,1,RETRY,1.0,fixed schedule attempt 1 at +1h,False,INSTRUMENT_STATE
3249,invalid_vpa,METHOD_BROKEN,5994.58,2,RETRY,24.0,fixed schedule attempt 2 at +24h,False,INSTRUMENT_STATE
3249,invalid_vpa,METHOD_BROKEN,5994.58,3,RETRY,72.0,fixed schedule attempt 3 at +72h,False,INSTRUMENT_STATE
3272,authentication_failed,AUTH_FAILED,6008.13,1,RETRY,1.0,fixed schedule attempt 1 at +1h,False,AUTH_FAIL
3272,authentication_failed,AUTH_FAILED,6008.13,2,RETRY,24.0,fixed schedule attempt 2 at +24h,False,AUTH_FAIL
3272,authentication_failed,AUTH_FAILED,6008.13,3,RETRY,72.0,fixed schedule attempt 3 at +72h,False,AUTH_FAIL
3289,authentication_failed,AUTH_FAILED,1493.98,1,RETRY,1.0,fixed schedule attempt 1 at +1h,False,AUTH_FAIL
3289,authentication_failed,AUTH_FAILED,1493.98,2,RETRY,24.0,fixed schedule attempt 2 at +24h,False,AUTH_FAIL
3289,authentication_failed,AUTH_FAILED,1493.98,3,RETRY,72.0,fixed schedule attempt 3 at +72h,True,AUTH_FAIL
3370,card_declined,HARD_DECLINE,258.9,1,RETRY,1.0,fixed schedule attempt 1 at +1h,True,NO_FUNDS
3402,payment_failed,HARD_DECLINE,269.81,1,RETRY,1.0,fixed schedule attempt 1 at +1h,True,NO_FUNDS
3403,gateway_technical_error,SOFT_TRANSIENT,730.86,1,RETRY,1.0,fixed schedule attempt 1 at +1h,True,GATEWAY_ISSUE
3406,payment_declined,HARD_DECLINE,2769.75,1,RETRY,1.0,fixed schedule attempt 1 at +1h,False,AUTH_FAIL
3406,payment_declined,HARD_DECLINE,2769.75,2,RETRY,24.0,fixed schedule attempt 2 at +24h,False,AUTH_FAIL
3406,payment_declined,HARD_DECLINE,2769.75,3,RETRY,72.0,fixed schedule attempt 3 at +72h,True,AUTH_FAIL
3435,insufficient_funds,FUNDS,289.77,1,RETRY,1.0,fixed schedule attempt 1 at +1h,True,NO_FUNDS
3448,payment_timed_out,SOFT_TRANSIENT,2359.58,1,RETRY,1.0,fixed schedule attempt 1 at +1h,True,GATEWAY_ISSUE
3484,credit_failed,HARD_DECLINE,111.53,1,RETRY,1.0,fixed schedule attempt 1 at +1h,False,LIMIT_EXCEEDED
3484,credit_failed,HARD_DECLINE,111.53,2,RETRY,24.0,fixed schedule attempt 2 at +24h,True,LIMIT_EXCEEDED
3492,card_declined,HARD_DECLINE,657.68,1,RETRY,1.0,fixed schedule attempt 1 at +1h,True,NO_FUNDS
3549,payment_timed_out,SOFT_TRANSIENT,1188.75,1,RETRY,1.0,fixed schedule attempt 1 at +1h,False,CUSTOMER_ABANDON
3549,payment_timed_out,SOFT_TRANSIENT,1188.75,2,RETRY,24.0,fixed schedule attempt 2 at +24h,False,CUSTOMER_ABANDON
3549,payment_timed_out,SOFT_TRANSIENT,1188.75,3,RETRY,72.0,fixed schedule attempt 3 at +72h,False,CUSTOMER_ABANDON
3581,payment_timed_out,SOFT_TRANSIENT,380.69,1,RETRY,1.0,fixed schedule attempt 1 at +1h,False,CUSTOMER_ABANDON
3581,payment_timed_out,SOFT_TRANSIENT,380.69,2,RETRY,24.0,fixed schedule attempt 2 at +24h,False,CUSTOMER_ABANDON
3581,payment_timed_out,SOFT_TRANSIENT,380.69,3,RETRY,72.0,fixed schedule attempt 3 at +72h,False,CUSTOMER_ABANDON
3590,insufficient_funds,FUNDS,419.06,1,RETRY,1.0,fixed schedule attempt 1 at +1h,True,NO_FUNDS
3592,payment_collect_request_expired,ABANDONED,318.8,1,RETRY,1.0,fixed schedule attempt 1 at +1h,False,CUSTOMER_ABANDON
3592,payment_collect_request_expired,ABANDONED,318.8,2,RETRY,24.0,fixed schedule attempt 2 at +24h,False,CUSTOMER_ABANDON
3592,payment_collect_request_expired,ABANDONED,318.8,3,RETRY,72.0,fixed schedule attempt 3 at +72h,False,CUSTOMER_ABANDON
3596,payment_timed_out,SOFT_TRANSIENT,1983.25,1,RETRY,1.0,fixed schedule attempt 1 at +1h,True,GATEWAY_ISSUE
3664,authentication_failed,AUTH_FAILED,506.25,1,RETRY,1.0,fixed schedule attempt 1 at +1h,False,AUTH_FAIL
3664,authentication_failed,AUTH_FAILED,506.25,2,RETRY,24.0,fixed schedule attempt 2 at +24h,False,AUTH_FAIL
3664,authentication_failed,AUTH_FAILED,506.25,3,RETRY,72.0,fixed schedule attempt 3 at +72h,False,AUTH_FAIL
3677,payment_declined,HARD_DECLINE,1505.3,1,RETRY,1.0,fixed schedule attempt 1 at +1h,False,LIMIT_EXCEEDED
3677,payment_declined,HARD_DECLINE,1505.3,2,RETRY,24.0,fixed schedule attempt 2 at +24h,True,LIMIT_EXCEEDED
3687,authentication_failed,AUTH_FAILED,6326.19,1,RETRY,1.0,fixed schedule attempt 1 at +1h,True,AUTH_FAIL
3688,insufficient_funds,FUNDS,295.47,1,RETRY,1.0,fixed schedule attempt 1 at +1h,True,NO_FUNDS
3702,gateway_technical_error,SOFT_TRANSIENT,1654.12,1,RETRY,1.0,fixed schedule attempt 1 at +1h,True,GATEWAY_ISSUE
3785,payment_declined,HARD_DECLINE,6226.55,1,RETRY,1.0,fixed schedule attempt 1 at +1h,True,AUTH_FAIL
3802,customer_bank_account_mismatch,METHOD_BROKEN,2392.89,1,RETRY,1.0,fixed schedule attempt 1 at +1h,False,INSTRUMENT_STATE
3802,customer_bank_account_mismatch,METHOD_BROKEN,2392.89,2,RETRY,24.0,fixed schedule attempt 2 at +24h,False,INSTRUMENT_STATE
3802,customer_bank_account_mismatch,METHOD_BROKEN,2392.89,3,RETRY,72.0,fixed schedule attempt 3 at +72h,False,INSTRUMENT_STATE
3812,gateway_technical_error,SOFT_TRANSIENT,4590.31,1,RETRY,1.0,fixed schedule attempt 1 at +1h,True,GATEWAY_ISSUE
3832,insufficient_funds,FUNDS,1098.52,1,RETRY,1.0,fixed schedule attempt 1 at +1h,True,NO_FUNDS
3913,payment_declined,HARD_DECLINE,3219.87,1,RETRY,1.0,fixed schedule attempt 1 at +1h,False,AUTH_FAIL
3913,payment_declined,HARD_DECLINE,3219.87,2,RETRY,24.0,fixed schedule attempt 2 at +24h,False,AUTH_FAIL
3913,payment_declined,HARD_DECLINE,3219.87,3,RETRY,72.0,fixed schedule attempt 3 at +72h,False,AUTH_FAIL
3924,insufficient_funds,FUNDS,3211.03,1,RETRY,1.0,fixed schedule attempt 1 at +1h,False,NO_FUNDS
3924,insufficient_funds,FUNDS,3211.03,2,RETRY,24.0,fixed schedule attempt 2 at +24h,True,NO_FUNDS
3945,payment_timed_out,SOFT_TRANSIENT,727.79,1,RETRY,1.0,fixed schedule attempt 1 at +1h,False,CUSTOMER_ABANDON
3945,payment_timed_out,SOFT_TRANSIENT,727.79,2,RETRY,24.0,fixed schedule attempt 2 at +24h,False,CUSTOMER_ABANDON
3945,payment_timed_out,SOFT_TRANSIENT,727.79,3,RETRY,72.0,fixed schedule attempt 3 at +72h,False,CUSTOMER_ABANDON
3981,payment_failed,HARD_DECLINE,6399.06,1,RETRY,1.0,fixed schedule attempt 1 at +1h,False,NO_FUNDS
3981,payment_failed,HARD_DECLINE,6399.06,2,RETRY,24.0,fixed schedule attempt 2 at +24h,False,NO_FUNDS
3981,payment_failed,HARD_DECLINE,6399.06,3,RETRY,72.0,fixed schedule attempt 3 at +72h,False,NO_FUNDS
4003,authentication_failed,AUTH_FAILED,367.57,1,RETRY,1.0,fixed schedule attempt 1 at +1h,False,AUTH_FAIL
4003,authentication_failed,AUTH_FAILED,367.57,2,RETRY,24.0,fixed schedule attempt 2 at +24h,False,AUTH_FAIL
4003,authentication_failed,AUTH_FAILED,367.57,3,RETRY,72.0,fixed schedule attempt 3 at +72h,False,AUTH_FAIL
4070,insufficient_funds,FUNDS,955.99,1,RETRY,1.0,fixed schedule attempt 1 at +1h,True,NO_FUNDS
4087,bank_technical_error,SOFT_TRANSIENT,1333.88,1,RETRY,1.0,fixed schedule attempt 1 at +1h,False,ISSUER_DOWN
4087,bank_technical_error,SOFT_TRANSIENT,1333.88,2,RETRY,24.0,fixed schedule attempt 2 at +24h,True,ISSUER_DOWN
4089,payment_declined,HARD_DECLINE,218.12,1,RETRY,1.0,fixed schedule attempt 1 at +1h,False,RISK_BLOCK
4089,payment_declined,HARD_DECLINE,218.12,2,RETRY,24.0,fixed schedule attempt 2 at +24h,False,RISK_BLOCK
4089,payment_declined,HARD_DECLINE,218.12,3,RETRY,72.0,fixed schedule attempt 3 at +72h,False,RISK_BLOCK
4156,credit_failed,HARD_DECLINE,3535.25,1,RETRY,1.0,fixed schedule attempt 1 at +1h,False,AUTH_FAIL
4156,credit_failed,HARD_DECLINE,3535.25,2,RETRY,24.0,fixed schedule attempt 2 at +24h,False,AUTH_FAIL
4156,credit_failed,HARD_DECLINE,3535.25,3,RETRY,72.0,fixed schedule attempt 3 at +72h,False,AUTH_FAIL
4175,card_declined,HARD_DECLINE,1582.26,1,RETRY,1.0,fixed schedule attempt 1 at +1h,True,NO_FUNDS
4210,payment_timed_out,SOFT_TRANSIENT,2092.99,1,RETRY,1.0,fixed schedule attempt 1 at +1h,True,GATEWAY_ISSUE
4278,payment_timed_out,SOFT_TRANSIENT,452.75,1,RETRY,1.0,fixed schedule attempt 1 at +1h,False,CUSTOMER_ABANDON
4278,payment_timed_out,SOFT_TRANSIENT,452.75,2,RETRY,24.0,fixed schedule attempt 2 at +24h,False,CUSTOMER_ABANDON
4278,payment_timed_out,SOFT_TRANSIENT,452.75,3,RETRY,72.0,fixed schedule attempt 3 at +72h,False,CUSTOMER_ABANDON
4294,credit_failed,HARD_DECLINE,2266.45,1,RETRY,1.0,fixed schedule attempt 1 at +1h,True,AUTH_FAIL
4305,authentication_failed,AUTH_FAILED,1521.16,1,RETRY,1.0,fixed schedule attempt 1 at +1h,False,AUTH_FAIL
4305,authentication_failed,AUTH_FAILED,1521.16,2,RETRY,24.0,fixed schedule attempt 2 at +24h,False,AUTH_FAIL
4305,authentication_failed,AUTH_FAILED,1521.16,3,RETRY,72.0,fixed schedule attempt 3 at +72h,False,AUTH_FAIL
4307,bank_technical_error,SOFT_TRANSIENT,5217.22,1,RETRY,1.0,fixed schedule attempt 1 at +1h,False,ISSUER_DOWN
4307,bank_technical_error,SOFT_TRANSIENT,5217.22,2,RETRY,24.0,fixed schedule attempt 2 at +24h,True,ISSUER_DOWN
4318,insufficient_funds,FUNDS,2065.83,1,RETRY,1.0,fixed schedule attempt 1 at +1h,True,NO_FUNDS
4327,payment_declined,HARD_DECLINE,1037.4,1,RETRY,1.0,fixed schedule attempt 1 at +1h,False,AUTH_FAIL
4327,payment_declined,HARD_DECLINE,1037.4,2,RETRY,24.0,fixed schedule attempt 2 at +24h,True,AUTH_FAIL
4371,insufficient_funds,FUNDS,593.14,1,RETRY,1.0,fixed schedule attempt 1 at +1h,False,NO_FUNDS
4371,insufficient_funds,FUNDS,593.14,2,RETRY,24.0,fixed schedule attempt 2 at +24h,False,NO_FUNDS
4371,insufficient_funds,FUNDS,593.14,3,RETRY,72.0,fixed schedule attempt 3 at +72h,True,NO_FUNDS
4379,payment_cancelled,ABANDONED,3220.09,1,RETRY,1.0,fixed schedule attempt 1 at +1h,False,CUSTOMER_ABANDON
4379,payment_cancelled,ABANDONED,3220.09,2,RETRY,24.0,fixed schedule attempt 2 at +24h,False,CUSTOMER_ABANDON
4379,payment_cancelled,ABANDONED,3220.09,3,RETRY,72.0,fixed schedule attempt 3 at +72h,False,CUSTOMER_ABANDON
4384,bank_technical_error,SOFT_TRANSIENT,2759.22,1,RETRY,1.0,fixed schedule attempt 1 at +1h,True,ISSUER_DOWN
4426,insufficient_funds,FUNDS,4726.53,1,RETRY,1.0,fixed schedule attempt 1 at +1h,False,NO_FUNDS
4426,insufficient_funds,FUNDS,4726.53,2,RETRY,24.0,fixed schedule attempt 2 at +24h,False,NO_FUNDS
4426,insufficient_funds,FUNDS,4726.53,3,RETRY,72.0,fixed schedule attempt 3 at +72h,False,NO_FUNDS
4438,gateway_technical_error,SOFT_TRANSIENT,171.04,1,RETRY,1.0,fixed schedule attempt 1 at +1h,True,GATEWAY_ISSUE
4455,insufficient_funds,FUNDS,5157.96,1,RETRY,1.0,fixed schedule attempt 1 at +1h,False,NO_FUNDS
4455,insufficient_funds,FUNDS,5157.96,2,RETRY,24.0,fixed schedule attempt 2 at +24h,False,NO_FUNDS
4455,insufficient_funds,FUNDS,5157.96,3,RETRY,72.0,fixed schedule attempt 3 at +72h,False,NO_FUNDS
4461,insufficient_funds,FUNDS,2338.83,1,RETRY,1.0,fixed schedule attempt 1 at +1h,True,NO_FUNDS
4477,insufficient_funds,FUNDS,1329.08,1,RETRY,1.0,fixed schedule attempt 1 at +1h,False,NO_FUNDS
4477,insufficient_funds,FUNDS,1329.08,2,RETRY,24.0,fixed schedule attempt 2 at +24h,False,NO_FUNDS
4477,insufficient_funds,FUNDS,1329.08,3,RETRY,72.0,fixed schedule attempt 3 at +72h,False,NO_FUNDS
4484,invalid_vpa,METHOD_BROKEN,253.22,1,RETRY,1.0,fixed schedule attempt 1 at +1h,False,INSTRUMENT_STATE
4484,invalid_vpa,METHOD_BROKEN,253.22,2,RETRY,24.0,fixed schedule attempt 2 at +24h,False,INSTRUMENT_STATE
4484,invalid_vpa,METHOD_BROKEN,253.22,3,RETRY,72.0,fixed schedule attempt 3 at +72h,False,INSTRUMENT_STATE
4510,gateway_technical_error,SOFT_TRANSIENT,2775.93,1,RETRY,1.0,fixed schedule attempt 1 at +1h,True,GATEWAY_ISSUE
4533,payment_cancelled,ABANDONED,4855.81,1,RETRY,1.0,fixed schedule attempt 1 at +1h,False,CUSTOMER_ABANDON
4533,payment_cancelled,ABANDONED,4855.81,2,RETRY,24.0,fixed schedule attempt 2 at +24h,False,CUSTOMER_ABANDON
4533,payment_cancelled,ABANDONED,4855.81,3,RETRY,72.0,fixed schedule attempt 3 at +72h,False,CUSTOMER_ABANDON
4584,payment_cancelled,ABANDONED,226.06,1,RETRY,1.0,fixed schedule attempt 1 at +1h,False,CUSTOMER_ABANDON
4584,payment_cancelled,ABANDONED,226.06,2,RETRY,24.0,fixed schedule attempt 2 at +24h,False,CUSTOMER_ABANDON
4584,payment_cancelled,ABANDONED,226.06,3,RETRY,72.0,fixed schedule attempt 3 at +72h,False,CUSTOMER_ABANDON
4590,payment_collect_request_expired,ABANDONED,4053.57,1,RETRY,1.0,fixed schedule attempt 1 at +1h,False,CUSTOMER_ABANDON
4590,payment_collect_request_expired,ABANDONED,4053.57,2,RETRY,24.0,fixed schedule attempt 2 at +24h,False,CUSTOMER_ABANDON
4590,payment_collect_request_expired,ABANDONED,4053.57,3,RETRY,72.0,fixed schedule attempt 3 at +72h,True,CUSTOMER_ABANDON
4609,payment_cancelled,ABANDONED,2612.77,1,RETRY,1.0,fixed schedule attempt 1 at +1h,False,CUSTOMER_ABANDON
4609,payment_cancelled,ABANDONED,2612.77,2,RETRY,24.0,fixed schedule attempt 2 at +24h,False,CUSTOMER_ABANDON
4609,payment_cancelled,ABANDONED,2612.77,3,RETRY,72.0,fixed schedule attempt 3 at +72h,True,CUSTOMER_ABANDON
4629,payment_collect_request_expired,ABANDONED,4159.05,1,RETRY,1.0,fixed schedule attempt 1 at +1h,False,CUSTOMER_ABANDON
4629,payment_collect_request_expired,ABANDONED,4159.05,2,RETRY,24.0,fixed schedule attempt 2 at +24h,False,CUSTOMER_ABANDON
4629,payment_collect_request_expired,ABANDONED,4159.05,3,RETRY,72.0,fixed schedule attempt 3 at +72h,False,CUSTOMER_ABANDON
4652,payment_failed,HARD_DECLINE,105.85,1,RETRY,1.0,fixed schedule attempt 1 at +1h,True,NO_FUNDS
4669,credit_failed,HARD_DECLINE,288.36,1,RETRY,1.0,fixed schedule attempt 1 at +1h,False,AUTH_FAIL
4669,credit_failed,HARD_DECLINE,288.36,2,RETRY,24.0,fixed schedule attempt 2 at +24h,False,AUTH_FAIL
4669,credit_failed,HARD_DECLINE,288.36,3,RETRY,72.0,fixed schedule attempt 3 at +72h,False,AUTH_FAIL
4684,payment_declined,HARD_DECLINE,1029.08,1,RETRY,1.0,fixed schedule attempt 1 at +1h,False,AUTH_FAIL
4684,payment_declined,HARD_DECLINE,1029.08,2,RETRY,24.0,fixed schedule attempt 2 at +24h,False,AUTH_FAIL
4684,payment_declined,HARD_DECLINE,1029.08,3,RETRY,72.0,fixed schedule attempt 3 at +72h,True,AUTH_FAIL
4707,invalid_vpa,METHOD_BROKEN,4308.18,1,RETRY,1.0,fixed schedule attempt 1 at +1h,False,INSTRUMENT_STATE
4707,invalid_vpa,METHOD_BROKEN,4308.18,2,RETRY,24.0,fixed schedule attempt 2 at +24h,False,INSTRUMENT_STATE
4707,invalid_vpa,METHOD_BROKEN,4308.18,3,RETRY,72.0,fixed schedule attempt 3 at +72h,False,INSTRUMENT_STATE
4725,payment_timed_out,SOFT_TRANSIENT,220.82,1,RETRY,1.0,fixed schedule attempt 1 at +1h,False,GATEWAY_ISSUE
4725,payment_timed_out,SOFT_TRANSIENT,220.82,2,RETRY,24.0,fixed schedule attempt 2 at +24h,True,GATEWAY_ISSUE
4748,gateway_technical_error,SOFT_TRANSIENT,637.68,1,RETRY,1.0,fixed schedule attempt 1 at +1h,True,GATEWAY_ISSUE
4755,payment_declined,HARD_DECLINE,1700.78,1,RETRY,1.0,fixed schedule attempt 1 at +1h,False,NO_FUNDS
4755,payment_declined,HARD_DECLINE,1700.78,2,RETRY,24.0,fixed schedule attempt 2 at +24h,True,NO_FUNDS
4782,payment_failed,HARD_DECLINE,3219.28,1,RETRY,1.0,fixed schedule attempt 1 at +1h,False,RISK_BLOCK
4782,payment_failed,HARD_DECLINE,3219.28,2,RETRY,24.0,fixed schedule attempt 2 at +24h,False,RISK_BLOCK
4782,payment_failed,HARD_DECLINE,3219.28,3,RETRY,72.0,fixed schedule attempt 3 at +72h,False,RISK_BLOCK
4808,payment_timed_out,SOFT_TRANSIENT,858.17,1,RETRY,1.0,fixed schedule attempt 1 at +1h,True,GATEWAY_ISSUE
4821,insufficient_funds,FUNDS,160.97,1,RETRY,1.0,fixed schedule attempt 1 at +1h,True,NO_FUNDS
4825,insufficient_funds,FUNDS,334.18,1,RETRY,1.0,fixed schedule attempt 1 at +1h,True,NO_FUNDS
4863,credit_failed,HARD_DECLINE,2056.87,1,RETRY,1.0,fixed schedule attempt 1 at +1h,False,AUTH_FAIL
4863,credit_failed,HARD_DECLINE,2056.87,2,RETRY,24.0,fixed schedule attempt 2 at +24h,True,AUTH_FAIL
4876,payment_collect_request_expired,ABANDONED,1356.92,1,RETRY,1.0,fixed schedule attempt 1 at +1h,False,CUSTOMER_ABANDON
4876,payment_collect_request_expired,ABANDONED,1356.92,2,RETRY,24.0,fixed schedule attempt 2 at +24h,False,CUSTOMER_ABANDON
4876,payment_collect_request_expired,ABANDONED,1356.92,3,RETRY,72.0,fixed schedule attempt 3 at +72h,False,CUSTOMER_ABANDON
4897,payment_failed,HARD_DECLINE,1818.46,1,RETRY,1.0,fixed schedule attempt 1 at +1h,False,LIMIT_EXCEEDED
4897,payment_failed,HARD_DECLINE,1818.46,2,RETRY,24.0,fixed schedule attempt 2 at +24h,False,LIMIT_EXCEEDED
4897,payment_failed,HARD_DECLINE,1818.46,3,RETRY,72.0,fixed schedule attempt 3 at +72h,True,LIMIT_EXCEEDED
