txn_id,error_code,recovery_class,amount,attempt,action,delay_h,reason,succeeded,_true_cause
1730,payment_collect_request_expired,ABANDONED,295.39,1,NUDGE,0.5,NUDGE at +0.5h | p=0.323 pen=0.00 EV=94.6 seq=160.9 (best of 18 candidates),True,CUSTOMER_ABANDON
1773,gateway_technical_error,SOFT_TRANSIENT,2358.9,1,RETRY,48.0,RETRY at +48h | p=0.850 pen=0.00 EV=2002.7 seq=2303.0 (best of 18 candidates),True,GATEWAY_ISSUE
1859,payment_declined,HARD_DECLINE,739.9,1,RETRY,48.0,RETRY at +48h | p=0.529 pen=0.04 EV=380.0 seq=510.1 (best of 18 candidates),False,AUTH_FAIL
1859,payment_declined,HARD_DECLINE,739.9,2,RETRY,72.0,RETRY at +72h | p=0.392 pen=0.04 EV=276.4 seq=413.8 (best of 3 candidates),True,AUTH_FAIL
1901,payment_declined,HARD_DECLINE,318.97,1,RETRY,120.0,RETRY at +120h | p=0.495 pen=0.07 EV=138.4 seq=172.4 (best of 18 candidates),False,LIMIT_EXCEEDED
1901,payment_declined,HARD_DECLINE,318.97,2,RETRY,168.0,RETRY at +168h | p=0.324 pen=0.13 EV=67.3 seq=67.3 (best of 1 candidates),True,LIMIT_EXCEEDED
1912,payment_declined,HARD_DECLINE,776.89,1,RETRY,120.0,RETRY at +120h | p=0.514 pen=0.02 EV=390.7 seq=526.4 (best of 18 candidates),True,NO_FUNDS
1930,payment_cancelled,ABANDONED,236.29,1,SWITCH_METHOD,0.5,SWITCH_METHOD at +0.5h | p=0.315 pen=0.00 EV=72.0 seq=115.0 (best of 18 candidates),False,CUSTOMER_ABANDON
1930,payment_cancelled,ABANDONED,236.29,2,NUDGE,2.0,NUDGE at +2h | p=0.269 pen=0.00 EV=62.7 seq=107.1 (best of 15 candidates),False,CUSTOMER_ABANDON
1930,payment_cancelled,ABANDONED,236.29,3,NUDGE,12.0,NUDGE at +12h | p=0.261 pen=0.00 EV=60.7 seq=103.1 (best of 13 candidates),False,CUSTOMER_ABANDON
1930,payment_cancelled,ABANDONED,236.29,4,NUDGE,24.0,NUDGE at +24h | p=0.247 pen=0.00 EV=57.4 seq=57.4 (best of 9 candidates),False,CUSTOMER_ABANDON
1932,insufficient_funds,FUNDS,3550.17,1,NUDGE,2.0,NUDGE at +2h | p=0.248 pen=0.00 EV=880.3 seq=1743.6 (best of 18 candidates),False,NO_FUNDS
1932,insufficient_funds,FUNDS,3550.17,2,RETRY,6.0,RETRY at +6h | p=0.301 pen=0.00 EV=1066.5 seq=1534.8 (best of 13 candidates),False,NO_FUNDS
1932,insufficient_funds,FUNDS,3550.17,3,NUDGE,12.0,NUDGE at +12h | p=0.189 pen=0.00 EV=670.1 seq=1180.9 (best of 11 candidates),False,NO_FUNDS
1932,insufficient_funds,FUNDS,3550.17,4,NUDGE,24.0,NUDGE at +24h | p=0.178 pen=0.00 EV=629.8 seq=629.8 (best of 9 candidates),False,NO_FUNDS
1944,vpa_resolution_failed,METHOD_BROKEN,990.12,1,SWITCH_METHOD,6.0,SWITCH_METHOD at +6h | p=0.444 pen=0.00 EV=436.8 seq=675.7 (best of 18 candidates),True,INSTRUMENT_STATE
1973,payment_declined,HARD_DECLINE,1700.38,1,SWITCH_METHOD,0.5,SWITCH_METHOD at +0.5h | p=0.301 pen=0.01 EV=507.3 seq=905.4 (best of 18 candidates),True,AUTH_FAIL
1987,credit_failed,HARD_DECLINE,9338.61,1,RETRY,120.0,RETRY at +120h | p=0.313 pen=0.01 EV=2913.8 seq=4918.4 (best of 18 candidates),True,LIMIT_EXCEEDED
1999,gateway_technical_error,SOFT_TRANSIENT,359.72,1,RETRY,6.0,RETRY at +6h | p=0.831 pen=0.00 EV=296.5 seq=346.5 (best of 18 candidates),True,GATEWAY_ISSUE
2003,customer_bank_account_mismatch,METHOD_BROKEN,1872.24,1,SWITCH_METHOD,0.5,SWITCH_METHOD at +0.5h | p=0.459 pen=0.00 EV=856.7 seq=1313.1 (best of 18 candidates),True,INSTRUMENT_STATE
2066,payment_timed_out,SOFT_TRANSIENT,5916.69,1,RETRY,0.5,RETRY at +0.5h | p=0.717 pen=0.00 EV=4239.8 seq=5227.7 (best of 18 candidates),True,GATEWAY_ISSUE
2166,payment_timed_out,SOFT_TRANSIENT,1676.04,1,RETRY,120.0,RETRY at +120h | p=0.676 pen=0.00 EV=1130.3 seq=1455.2 (best of 18 candidates),True,GATEWAY_ISSUE
2182,payment_declined,HARD_DECLINE,4986.46,1,RETRY,72.0,RETRY at +72h | p=0.346 pen=0.00 EV=1719.6 seq=2808.4 (best of 18 candidates),False,NO_FUNDS
2182,payment_declined,HARD_DECLINE,4986.46,2,RETRY,120.0,RETRY at +120h | p=0.334 pen=0.00 EV=1663.6 seq=2693.1 (best of 2 candidates),False,NO_FUNDS
2182,payment_declined,HARD_DECLINE,4986.46,3,RETRY,168.0,RETRY at +168h | p=0.311 pen=0.00 EV=1546.5 seq=1546.5 (best of 1 candidates),False,NO_FUNDS
2185,payment_timed_out,SOFT_TRANSIENT,4462.16,1,RETRY,2.0,RETRY at +2h | p=0.672 pen=0.00 EV=2998.0 seq=3820.7 (best of 18 candidates),True,GATEWAY_ISSUE
2205,gateway_technical_error,SOFT_TRANSIENT,10401.83,1,RETRY,120.0,RETRY at +120h | p=0.823 pen=0.00 EV=8553.9 seq=10170.6 (best of 18 candidates),True,GATEWAY_ISSUE
2260,incorrect_cvv,AUTH_FAILED,328.33,1,RETRY,0.5,RETRY at +0.5h | p=0.356 pen=0.00 EV=114.3 seq=144.4 (best of 18 candidates),False,AUTH_FAIL
2260,incorrect_cvv,AUTH_FAILED,328.33,2,NUDGE,2.0,NUDGE at +2h | p=0.145 pen=0.00 EV=46.7 seq=78.4 (best of 15 candidates),False,AUTH_FAIL
2260,incorrect_cvv,AUTH_FAILED,328.33,3,NUDGE,12.0,NUDGE at +12h | p=0.116 pen=0.00 EV=37.1 seq=64.7 (best of 13 candidates),False,AUTH_FAIL
2260,incorrect_cvv,AUTH_FAILED,328.33,4,NUDGE,24.0,NUDGE at +24h | p=0.098 pen=0.00 EV=31.2 seq=31.2 (best of 9 candidates),True,AUTH_FAIL
2279,insufficient_funds,FUNDS,2650.02,1,RETRY,120.0,RETRY at +120h | p=0.555 pen=0.00 EV=1468.4 seq=2039.8 (best of 18 candidates),False,NO_FUNDS
2279,insufficient_funds,FUNDS,2650.02,2,RETRY,168.0,RETRY at +168h | p=0.486 pen=0.00 EV=1284.2 seq=1284.2 (best of 1 candidates),False,NO_FUNDS
2309,payment_declined,HARD_DECLINE,363.8,1,RETRY,48.0,RETRY at +48h | p=0.701 pen=0.01 EV=249.1 seq=304.9 (best of 18 candidates),False,AUTH_FAIL
2309,payment_declined,HARD_DECLINE,363.8,2,RETRY,72.0,RETRY at +72h | p=0.535 pen=0.02 EV=187.0 seq=259.0 (best of 3 candidates),False,AUTH_FAIL
2309,payment_declined,HARD_DECLINE,363.8,3,RETRY,120.0,RETRY at +120h | p=0.446 pen=0.02 EV=154.7 seq=239.4 (best of 2 candidates),False,AUTH_FAIL
2309,payment_declined,HARD_DECLINE,363.8,4,RETRY,168.0,RETRY at +168h | p=0.439 pen=0.02 EV=152.9 seq=152.9 (best of 1 candidates),False,AUTH_FAIL
2352,insufficient_funds,FUNDS,3274.93,1,RETRY,48.0,RETRY at +48h | p=0.521 pen=0.00 EV=1703.2 seq=2478.2 (best of 18 candidates),True,NO_FUNDS
2364,bank_technical_error,SOFT_TRANSIENT,1255.44,1,RETRY,72.0,RETRY at +72h | p=0.855 pen=0.00 EV=1070.5 seq=1225.5 (best of 18 candidates),True,ISSUER_DOWN
2365,payment_cancelled,ABANDONED,4907.26,1,NUDGE,0.5,NUDGE at +0.5h | p=0.282 pen=0.00 EV=1383.2 seq=2528.3 (best of 18 candidates),False,CUSTOMER_ABANDON
2365,payment_cancelled,ABANDONED,4907.26,2,NUDGE,2.0,NUDGE at +2h | p=0.325 pen=0.00 EV=1595.0 seq=2615.5 (best of 15 candidates),True,CUSTOMER_ABANDON
2404,incorrect_cvv,AUTH_FAILED,1272.44,1,NUDGE,2.0,NUDGE at +2h | p=0.364 pen=0.00 EV=461.7 seq=781.6 (best of 18 candidates),True,AUTH_FAIL
2418,payment_declined,HARD_DECLINE,306.79,1,NUDGE,2.0,NUDGE at +2h | p=0.179 pen=0.00 EV=54.0 seq=108.4 (best of 18 candidates),False,NO_FUNDS
2418,payment_declined,HARD_DECLINE,306.79,2,NUDGE,12.0,NUDGE at +12h | p=0.066 pen=0.00 EV=19.2 seq=81.2 (best of 13 candidates),False,NO_FUNDS
2418,payment_declined,HARD_DECLINE,306.79,3,NUDGE,24.0,NUDGE at +24h | p=0.057 pen=0.00 EV=16.6 seq=79.1 (best of 9 candidates),False,NO_FUNDS
2418,payment_declined,HARD_DECLINE,306.79,4,RETRY,120.0,RETRY at +120h | p=0.311 pen=0.11 EV=66.3 seq=66.3 (best of 6 candidates),True,NO_FUNDS
2422,gateway_technical_error,SOFT_TRANSIENT,964.32,1,RETRY,0.5,RETRY at +0.5h | p=0.876 pen=0.00 EV=841.8 seq=944.7 (best of 18 candidates),True,GATEWAY_ISSUE
2457,payment_timed_out,SOFT_TRANSIENT,3106.25,1,RETRY,48.0,RETRY at +48h | p=0.727 pen=0.00 EV=2254.9 seq=2745.8 (best of 18 candidates),False,GATEWAY_ISSUE
2457,payment_timed_out,SOFT_TRANSIENT,3106.25,2,RETRY,72.0,RETRY at +72h | p=0.579 pen=0.00 EV=1796.3 seq=2427.8 (best of 3 candidates),True,GATEWAY_ISSUE
2521,payment_cancelled,ABANDONED,877.58,1,NUDGE,0.5,NUDGE at +0.5h | p=0.187 pen=0.00 EV=162.8 seq=302.0 (best of 18 candidates),False,CUSTOMER_ABANDON
2521,payment_cancelled,ABANDONED,877.58,2,NUDGE,2.0,NUDGE at +2h | p=0.196 pen=0.00 EV=171.1 seq=300.2 (best of 15 candidates),False,CUSTOMER_ABANDON
2521,payment_cancelled,ABANDONED,877.58,3,NUDGE,12.0,NUDGE at +12h | p=0.184 pen=0.00 EV=160.6 seq=289.1 (best of 13 candidates),False,CUSTOMER_ABANDON
2521,payment_cancelled,ABANDONED,877.58,4,NUDGE,24.0,NUDGE at +24h | p=0.181 pen=0.00 EV=157.5 seq=157.5 (best of 9 candidates),False,CUSTOMER_ABANDON
2533,gateway_technical_error,SOFT_TRANSIENT,889.22,1,RETRY,48.0,RETRY at +48h | p=0.812 pen=0.00 EV=719.5 seq=855.8 (best of 18 candidates),True,GATEWAY_ISSUE
2538,credit_failed,HARD_DECLINE,337.5,1,NUDGE,0.5,NUDGE at +0.5h | p=0.142 pen=0.00 EV=47.2 seq=121.4 (best of 18 candidates),False,AUTH_FAIL
2538,credit_failed,HARD_DECLINE,337.5,2,NUDGE,2.0,NUDGE at +2h | p=0.146 pen=0.00 EV=48.4 seq=122.3 (best of 15 candidates),False,AUTH_FAIL
2538,credit_failed,HARD_DECLINE,337.5,3,NUDGE,12.0,NUDGE at +12h | p=0.106 pen=0.00 EV=34.9 seq=112.3 (best of 13 candidates),False,AUTH_FAIL
2538,credit_failed,HARD_DECLINE,337.5,4,RETRY,48.0,RETRY at +48h | p=0.288 pen=0.03 EV=86.6 seq=86.6 (best of 9 candidates),False,AUTH_FAIL
2569,debit_instrument_inactive,METHOD_BROKEN,249.76,1,NUDGE,0.5,NUDGE at +0.5h | p=0.160 pen=0.00 EV=39.1 seq=99.6 (best of 18 candidates),False,INSTRUMENT_STATE
2569,debit_instrument_inactive,METHOD_BROKEN,249.76,2,NUDGE,2.0,NUDGE at +2h | p=0.156 pen=0.00 EV=38.0 seq=98.8 (best of 15 candidates),True,INSTRUMENT_STATE
2598,payment_collect_request_expired,ABANDONED,647.53,1,NUDGE,0.5,NUDGE at +0.5h | p=0.250 pen=0.00 EV=160.7 seq=290.7 (best of 18 candidates),False,CUSTOMER_ABANDON
2598,payment_collect_request_expired,ABANDONED,647.53,2,NUDGE,2.0,NUDGE at +2h | p=0.269 pen=0.00 EV=173.3 seq=279.9 (best of 15 candidates),True,CUSTOMER_ABANDON
2645,card_not_enrolled,METHOD_BROKEN,1698.35,1,SWITCH_METHOD,0.5,SWITCH_METHOD at +0.5h | p=0.472 pen=0.00 EV=798.4 seq=1234.2 (best of 18 candidates),True,INSTRUMENT_STATE
2660,payment_cancelled,ABANDONED,1127.95,1,SWITCH_METHOD,0.5,SWITCH_METHOD at +0.5h | p=0.284 pen=0.00 EV=317.3 seq=484.6 (best of 18 candidates),True,CUSTOMER_ABANDON
2670,bank_technical_error,SOFT_TRANSIENT,2104.34,1,RETRY,48.0,RETRY at +48h | p=0.836 pen=0.00 EV=1757.5 seq=2044.6 (best of 18 candidates),True,ISSUER_DOWN
2673,payment_cancelled,ABANDONED,671.04,1,NUDGE,0.5,NUDGE at +0.5h | p=0.232 pen=0.00 EV=154.8 seq=271.5 (best of 18 candidates),False,CUSTOMER_ABANDON
2673,payment_cancelled,ABANDONED,671.04,2,NUDGE,2.0,NUDGE at +2h | p=0.224 pen=0.00 EV=149.6 seq=267.5 (best of 15 candidates),False,CUSTOMER_ABANDON
2673,payment_cancelled,ABANDONED,671.04,3,NUDGE,12.0,NUDGE at +12h | p=0.228 pen=0.00 EV=152.0 seq=264.5 (best of 13 candidates),False,CUSTOMER_ABANDON
2673,payment_cancelled,ABANDONED,671.04,4,NUDGE,24.0,NUDGE at +24h | p=0.219 pen=0.00 EV=145.7 seq=145.7 (best of 9 candidates),True,CUSTOMER_ABANDON
2710,bank_technical_error,SOFT_TRANSIENT,1676.13,1,RETRY,48.0,RETRY at +48h | p=0.856 pen=0.00 EV=1432.2 seq=1639.6 (best of 18 candidates),False,ISSUER_DOWN
2710,bank_technical_error,SOFT_TRANSIENT,1676.13,2,RETRY,72.0,RETRY at +72h | p=0.861 pen=0.00 EV=1439.9 seq=1634.9 (best of 3 candidates),True,ISSUER_DOWN
2741,payment_cancelled,ABANDONED,4067.36,1,NUDGE,2.0,NUDGE at +2h | p=0.267 pen=0.00 EV=1084.0 seq=1918.6 (best of 18 candidates),False,CUSTOMER_ABANDON
2741,payment_cancelled,ABANDONED,4067.36,2,NUDGE,12.0,NUDGE at +12h | p=0.280 pen=0.00 EV=1138.2 seq=1837.1 (best of 13 candidates),False,CUSTOMER_ABANDON
2741,payment_cancelled,ABANDONED,4067.36,3,NUDGE,24.0,NUDGE at +24h | p=0.239 pen=0.00 EV=970.8 seq=1484.9 (best of 9 candidates),False,CUSTOMER_ABANDON
2741,payment_cancelled,ABANDONED,4067.36,4,NUDGE,48.0,NUDGE at +48h | p=0.166 pen=0.00 EV=675.5 seq=675.5 (best of 6 candidates),False,CUSTOMER_ABANDON
2743,card_declined,HARD_DECLINE,627.31,1,NUDGE,0.5,NUDGE at +0.5h | p=0.294 pen=0.00 EV=183.5 seq=487.3 (best of 18 candidates),False,LIMIT_EXCEEDED
2743,card_declined,HARD_DECLINE,627.31,2,NUDGE,2.0,NUDGE at +2h | p=0.271 pen=0.00 EV=168.8 seq=482.7 (best of 15 candidates),False,LIMIT_EXCEEDED
2743,card_declined,HARD_DECLINE,627.31,3,NUDGE,12.0,NUDGE at +12h | p=0.170 pen=0.00 EV=105.7 seq=462.8 (best of 13 candidates),False,LIMIT_EXCEEDED
2743,card_declined,HARD_DECLINE,627.31,4,RETRY,168.0,RETRY at +168h | p=0.725 pen=0.09 EV=430.2 seq=430.2 (best of 9 candidates),True,LIMIT_EXCEEDED
2782,payment_declined,HARD_DECLINE,5814.02,1,NUDGE,0.5,NUDGE at +0.5h | p=0.140 pen=0.00 EV=813.8 seq=1723.1 (best of 18 candidates),False,AUTH_FAIL
2782,payment_declined,HARD_DECLINE,5814.02,2,NUDGE,2.0,NUDGE at +2h | p=0.182 pen=0.00 EV=1057.5 seq=1576.0 (best of 15 candidates),True,AUTH_FAIL
2792,transaction_limit_exceeded,METHOD_BROKEN,2367.74,1,SWITCH_METHOD,0.5,SWITCH_METHOD at +0.5h | p=0.356 pen=0.00 EV=840.0 seq=1588.8 (best of 18 candidates),False,LIMIT_EXCEEDED
2792,transaction_limit_exceeded,METHOD_BROKEN,2367.74,2,RETRY,48.0,RETRY at +48h | p=0.492 pen=0.00 EV=1162.4 seq=1572.5 (best of 15 candidates),True,LIMIT_EXCEEDED
2810,gateway_technical_error,SOFT_TRANSIENT,2563.05,1,RETRY,0.5,RETRY at +0.5h | p=0.811 pen=0.00 EV=2076.4 seq=2469.3 (best of 18 candidates),True,GATEWAY_ISSUE
2827,card_declined,HARD_DECLINE,1940.67,1,RETRY,0.5,RETRY at +0.5h | p=0.525 pen=0.01 EV=1013.6 seq=1332.3 (best of 18 candidates),False,LIMIT_EXCEEDED
2827,card_declined,HARD_DECLINE,1940.67,2,NUDGE,2.0,NUDGE at +2h | p=0.309 pen=0.00 EV=599.3 seq=1029.9 (best of 15 candidates),False,LIMIT_EXCEEDED
2827,card_declined,HARD_DECLINE,1940.67,3,NUDGE,24.0,NUDGE at +24h | p=0.150 pen=0.00 EV=289.4 seq=819.6 (best of 13 candidates),False,LIMIT_EXCEEDED
2827,card_declined,HARD_DECLINE,1940.67,4,RETRY,48.0,RETRY at +48h | p=0.330 pen=0.06 EV=623.4 seq=623.4 (best of 6 candidates),True,LIMIT_EXCEEDED
2855,payment_failed,HARD_DECLINE,521.88,1,RETRY,48.0,RETRY at +48h | p=0.781 pen=0.04 EV=395.7 seq=447.0 (best of 18 candidates),True,NO_FUNDS
2918,credit_failed,HARD_DECLINE,3449.21,1,NUDGE,2.0,NUDGE at +2h | p=0.184 pen=0.00 EV=634.4 seq=1471.7 (best of 18 candidates),True,AUTH_FAIL
2927,credit_failed,HARD_DECLINE,1497.07,1,NUDGE,0.5,NUDGE at +0.5h | p=0.158 pen=0.00 EV=235.9 seq=457.0 (best of 18 candidates),False,AUTH_FAIL
2927,credit_failed,HARD_DECLINE,1497.07,2,NUDGE,2.0,NUDGE at +2h | p=0.176 pen=0.00 EV=262.6 seq=407.6 (best of 15 candidates),False,AUTH_FAIL
2927,credit_failed,HARD_DECLINE,1497.07,3,NUDGE,12.0,NUDGE at +12h | p=0.118 pen=0.00 EV=176.0 seq=311.3 (best of 13 candidates),False,AUTH_FAIL
2927,credit_failed,HARD_DECLINE,1497.07,4,NUDGE,24.0,NUDGE at +24h | p=0.103 pen=0.00 EV=153.5 seq=153.5 (best of 9 candidates),False,AUTH_FAIL
2952,payment_timed_out,SOFT_TRANSIENT,2674.02,1,RETRY,120.0,RETRY at +120h | p=0.632 pen=0.00 EV=1686.9 seq=2174.2 (best of 18 candidates),False,CUSTOMER_ABANDON
2952,payment_timed_out,SOFT_TRANSIENT,2674.02,2,RETRY,168.0,RETRY at +168h | p=0.496 pen=0.00 EV=1323.3 seq=1323.3 (best of 1 candidates),False,CUSTOMER_ABANDON
2965,card_declined,HARD_DECLINE,145.08,1,RETRY,0.5,RETRY at +0.5h | p=0.682 pen=0.01 EV=92.9 seq=104.9 (best of 18 candidates),False,LIMIT_EXCEEDED
2965,card_declined,HARD_DECLINE,145.08,2,RETRY,12.0,RETRY at +12h | p=0.359 pen=0.05 EV=37.2 seq=60.7 (best of 15 candidates),False,LIMIT_EXCEEDED
2965,card_declined,HARD_DECLINE,145.08,3,RETRY,48.0,RETRY at +48h | p=0.389 pen=0.07 EV=36.7 seq=58.5 (best of 9 candidates),True,LIMIT_EXCEEDED
2985,authentication_failed,AUTH_FAILED,335.37,1,NUDGE,0.5,NUDGE at +0.5h | p=0.291 pen=0.00 EV=96.8 seq=164.1 (best of 18 candidates),False,AUTH_FAIL
2985,authentication_failed,AUTH_FAILED,335.37,2,NUDGE,2.0,NUDGE at +2h | p=0.286 pen=0.00 EV=95.1 seq=156.2 (best of 15 candidates),False,AUTH_FAIL
2985,authentication_failed,AUTH_FAILED,335.37,3,NUDGE,12.0,NUDGE at +12h | p=0.258 pen=0.00 EV=85.6 seq=141.2 (best of 13 candidates),False,AUTH_FAIL
2985,authentication_failed,AUTH_FAILED,335.37,4,NUDGE,24.0,NUDGE at +24h | p=0.226 pen=0.00 EV=74.9 seq=74.9 (best of 9 candidates),False,AUTH_FAIL
2997,credit_failed,HARD_DECLINE,11980.04,1,NUDGE,2.0,NUDGE at +2h | p=0.190 pen=0.00 EV=2278.1 seq=5021.1 (best of 18 candidates),False,LIMIT_EXCEEDED
2997,credit_failed,HARD_DECLINE,11980.04,2,NUDGE,12.0,NUDGE at +12h | p=0.154 pen=0.00 EV=1841.1 seq=4707.7 (best of 13 candidates),False,LIMIT_EXCEEDED
2997,credit_failed,HARD_DECLINE,11980.04,3,NUDGE,24.0,NUDGE at +24h | p=0.133 pen=0.00 EV=1598.1 seq=4533.5 (best of 9 candidates),False,LIMIT_EXCEEDED
2997,credit_failed,HARD_DECLINE,11980.04,4,RETRY,48.0,RETRY at +48h | p=0.283 pen=0.01 EV=3387.5 seq=3387.5 (best of 6 candidates),True,LIMIT_EXCEEDED
3001,payment_cancelled,ABANDONED,2000.09,1,NUDGE,0.5,NUDGE at +0.5h | p=0.288 pen=0.00 EV=575.2 seq=1052.4 (best of 18 candidates),False,CUSTOMER_ABANDON
3001,payment_cancelled,ABANDONED,2000.09,2,NUDGE,2.0,NUDGE at +2h | p=0.336 pen=0.00 EV=670.2 seq=1092.8 (best of 15 candidates),False,CUSTOMER_ABANDON
3001,payment_cancelled,ABANDONED,2000.09,3,NUDGE,12.0,NUDGE at +12h | p=0.318 pen=0.00 EV=635.9 seq=972.5 (best of 13 candidates),False,CUSTOMER_ABANDON
3001,payment_cancelled,ABANDONED,2000.09,4,NUDGE,24.0,NUDGE at +24h | p=0.247 pen=0.00 EV=493.8 seq=493.8 (best of 9 candidates),True,CUSTOMER_ABANDON
3019,credit_failed,HARD_DECLINE,446.67,1,NUDGE,0.5,NUDGE at +0.5h | p=0.160 pen=0.00 EV=70.6 seq=130.0 (best of 18 candidates),True,AUTH_FAIL
3078,authentication_failed,AUTH_FAILED,2539.87,1,NUDGE,0.5,NUDGE at +0.5h | p=0.253 pen=0.00 EV=640.4 seq=1164.8 (best of 18 candidates),False,AUTH_FAIL
3078,authentication_failed,AUTH_FAILED,2539.87,2,NUDGE,2.0,NUDGE at +2h | p=0.277 pen=0.00 EV=701.4 seq=1154.8 (best of 15 candidates),False,AUTH_FAIL
3078,authentication_failed,AUTH_FAILED,2539.87,3,NUDGE,12.0,NUDGE at +12h | p=0.247 pen=0.00 EV=626.6 seq=1021.5 (best of 13 candidates),False,AUTH_FAIL
3078,authentication_failed,AUTH_FAILED,2539.87,4,NUDGE,48.0,NUDGE at +48h | p=0.207 pen=0.00 EV=524.5 seq=524.5 (best of 9 candidates),False,AUTH_FAIL
3127,gateway_technical_error,SOFT_TRANSIENT,483.65,1,RETRY,120.0,RETRY at +120h | p=0.826 pen=0.00 EV=397.2 seq=466.3 (best of 18 candidates),True,GATEWAY_ISSUE
3169,payment_collect_request_expired,ABANDONED,122.24,1,SWITCH_METHOD,0.5,SWITCH_METHOD at +0.5h | p=0.339 pen=0.00 EV=39.0 seq=62.8 (best of 18 candidates),False,CUSTOMER_ABANDON
3169,payment_collect_request_expired,ABANDONED,122.24,2,NUDGE,2.0,NUDGE at +2h | p=0.302 pen=0.00 EV=36.0 seq=54.5 (best of 15 candidates),True,CUSTOMER_ABANDON
3174,bank_technical_error,SOFT_TRANSIENT,285.19,1,RETRY,72.0,RETRY at +72h | p=0.799 pen=0.00 EV=225.4 seq=269.6 (best of 18 candidates),True,ISSUER_DOWN
3182,credit_failed,HARD_DECLINE,1818.11,1,NUDGE,2.0,NUDGE at +2h | p=0.168 pen=0.00 EV=304.5 seq=740.2 (best of 18 candidates),False,AUTH_FAIL
3182,credit_failed,HARD_DECLINE,1818.11,2,NUDGE,12.0,NUDGE at +12h | p=0.128 pen=0.00 EV=231.1 seq=687.9 (best of 13 candidates),False,AUTH_FAIL
3182,credit_failed,HARD_DECLINE,1818.11,3,NUDGE,24.0,NUDGE at +24h | p=0.126 pen=0.00 EV=228.2 seq=685.8 (best of 9 candidates),False,AUTH_FAIL
3182,credit_failed,HARD_DECLINE,1818.11,4,RETRY,48.0,RETRY at +48h | p=0.291 pen=0.01 EV=523.6 seq=523.6 (best of 6 candidates),False,AUTH_FAIL
3192,payment_failed,HARD_DECLINE,687.7,1,RETRY,0.5,RETRY at +0.5h | p=0.792 pen=0.01 EV=538.6 seq=598.6 (best of 18 candidates),False,AUTH_FAIL
3192,payment_failed,HARD_DECLINE,687.7,2,RETRY,72.0,RETRY at +72h | p=0.415 pen=0.02 EV=276.8 seq=435.6 (best of 15 candidates),True,AUTH_FAIL
3218,bank_technical_error,SOFT_TRANSIENT,1158.67,1,RETRY,48.0,RETRY at +48h | p=0.824 pen=0.00 EV=952.1 seq=1121.6 (best of 18 candidates),True,ISSUER_DOWN
3240,gateway_technical_error,SOFT_TRANSIENT,3194.48,1,RETRY,72.0,RETRY at +72h | p=0.794 pen=0.00 EV=2533.3 seq=3072.3 (best of 18 candidates),True,GATEWAY_ISSUE
3241,credit_failed,HARD_DECLINE,5961.66,1,NUDGE,0.5,NUDGE at +0.5h | p=0.183 pen=0.00 EV=1090.9 seq=2071.5 (best of 18 candidates),False,RISK_BLOCK
3241,credit_failed,HARD_DECLINE,5961.66,2,NUDGE,2.0,NUDGE at +2h | p=0.202 pen=0.00 EV=1200.4 seq=1832.0 (best of 15 candidates),False,RISK_BLOCK
3241,credit_failed,HARD_DECLINE,5961.66,3,NUDGE,12.0,NUDGE at +12h | p=0.133 pen=0.00 EV=791.0 seq=1393.9 (best of 13 candidates),False,RISK_BLOCK
3241,credit_failed,HARD_DECLINE,5961.66,4,NUDGE,24.0,NUDGE at +24h | p=0.117 pen=0.00 EV=695.2 seq=695.2 (best of 9 candidates),False,RISK_BLOCK
3249,invalid_vpa,METHOD_BROKEN,5994.58,1,SWITCH_METHOD,0.5,SWITCH_METHOD at +0.5h | p=0.499 pen=0.00 EV=2988.6 seq=4394.5 (best of 18 candidates),True,INSTRUMENT_STATE
3272,authentication_failed,AUTH_FAILED,6008.13,1,NUDGE,0.5,NUDGE at +0.5h | p=0.309 pen=0.00 EV=1858.3 seq=3212.3 (best of 18 candidates),False,AUTH_FAIL
3272,authentication_failed,AUTH_FAILED,6008.13,2,NUDGE,2.0,NUDGE at +2h | p=0.327 pen=0.00 EV=1960.8 seq=3146.7 (best of 15 candidates),False,AUTH_FAIL
3272,authentication_failed,AUTH_FAILED,6008.13,3,NUDGE,12.0,NUDGE at +12h | p=0.293 pen=0.00 EV=1760.8 seq=2729.7 (best of 13 candidates),False,AUTH_FAIL
3272,authentication_failed,AUTH_FAILED,6008.13,4,NUDGE,24.0,NUDGE at +24h | p=0.228 pen=0.00 EV=1370.9 seq=1370.9 (best of 9 candidates),False,AUTH_FAIL
3289,authentication_failed,AUTH_FAILED,1493.98,1,NUDGE,0.5,NUDGE at +0.5h | p=0.220 pen=0.00 EV=327.8 seq=584.6 (best of 18 candidates),False,AUTH_FAIL
3289,authentication_failed,AUTH_FAILED,1493.98,2,NUDGE,2.0,NUDGE at +2h | p=0.221 pen=0.00 EV=329.3 seq=558.4 (best of 15 candidates),False,AUTH_FAIL
3289,authentication_failed,AUTH_FAILED,1493.98,3,NUDGE,12.0,NUDGE at +12h | p=0.197 pen=0.00 EV=294.1 seq=486.9 (best of 13 candidates),False,AUTH_FAIL
3289,authentication_failed,AUTH_FAILED,1493.98,4,NUDGE,24.0,NUDGE at +24h | p=0.161 pen=0.00 EV=240.2 seq=240.2 (best of 9 candidates),False,AUTH_FAIL
